path,sha256,status,source_or_owner,release_action
assets/effects/particles/bleed1.png,cef5560cdc15bb5ad07aad0ff128c7e52c32df7a2ded035f3f5461f048749e2f,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/effects/particles/bleed2.png,8b5d6d201568ec8c591f235ded13ff72508842b70ccace0c7af2186203cc84a1,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/effects/particles/bleed3.png,c41c9a2005998c0c416ab165094b9f1808e22adae3181bb3f089d472ca5e8ad9,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/effects/particles/bleed4.png,79d831515f3aba820514cf69a25fd40b76408795cf9fe1053a096c0ac792e3a3,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/effects/particles/bleed5.png,ec7c6c2298e47834900eed61faa0cf7fabf35088aad149b631f6eebb04f7cdac,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/effects/particles/bleed6.png,1e291734acf6f6cd23fe9bb513d341042edeb71ccbba5e5051ebd52800f63616,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/enemies/berserker/berserker_spriteSheet.png,12b2e2bce764e3d8e44b72a340e7dc2f214524ac3b333d1b26a9b98d0531ad6e,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/enemies/crawler/crawler_spriteSheet.png,8f63277cab9e53cc3ea034cb3f99eafc5f5f84c944d64b7d0dcf9ac611ca3adc,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/enemies/headsThrower/headsThrower_spriteSheet.png,b3daf82096041e37568628c971563d5e04dfb0d4536573e2bc3e17896ff6e848,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/enemies/tarkard/tarkard_spriteSheet.png,e7068010e21d8f6265b78a995c6b01bdf96c7770c59c2c97c33c1b1cdaf7a17e,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/enemies/torrmund/sirTorrmund_spriteSheet.png,0713e0f90dad2e26c42d4db2b3583ff67b798babfdbd3d08e04ce4c7d49dc9b5,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/fonts/gameoverfont.TTF,01f7588456c92e64d3488b843e9e087fc9bbafa23e6c480162fcc2b41b0eb063,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/fonts/mainmenufont.TTF,6cd55fe4275e876d22774d88a236cb421b52f231549ff3944ac6dfd7b43f3a09,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/items/aurum_potabile.png,13208f3f11311777443cc042f6dc8e08049739bacd530c3e38f596b6c507a03e,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/items/corona_aetherica.png,c345c53f1472a2603179670f63acc6474900af2b9d1aa19ec89554e1d6afd93c,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/items/draco_calcinans.png,7d68857418bfeebe1ca707b745b090238a6a115538c723dcab2a9a31b8d4ecc2,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/items/eadrics_stone.png,d042ce2aebe22fedc0dfdca9aa0bd5b2e05b7dcbf983dc61e5a23bc94e8a8bd5,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/items/fulmen_caeruleum.png,c624d33467e8e0303684b0a7ca35fae22f399a5a16def8df4eee9512ca835668,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/items/quinta_essentia.png,3358a5e2ea14925dca2daaf31b51f072252c1656ba70ab700c8cb07e6260fcb8,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/items/sphaera_exothermica.png,a88bb7bd93997995229a94014b190fd39f93f5c4ac7ffcea944f2a12b7a13a55,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/maps/map_01_grasslands.png,2eb69466c79f04b25349c07a5281363caf1c327f3203d62c300777d0fdc12a13,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/musics/gameovermusic.wav,9420a8657642dfe46967db259e88be67bb806fcd11e76f43ffdd4f15b29c246d,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/musics/mapAmbience.wav,cd3dfd72c63ab015935a8405213b09ff40e95d38be8be70ab8f90ea4ad942ef7,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/npcs/blacksmith/blacksmith.png,93085c9168c088c931783ff088ae186be64c003d5e738091a9a4e5dc75ab2863,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/npcs/elder.png,3e90d7ab2e6569b1dfcf9f8ff4834702f401e321d67b670ddc197d3240a08135,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/npcs/merchant/merchant.png,e2fcb9f78fb6a69bffff6fa9129daa0ac5a9e9035c51e23d3ae9a041f2ce558d,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/portraits/adefonsus.png,82aa9e25f7ede10e524373119dcd71f151ba5e0cc0433afade5efe0546be237c,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/portraits/adefonsus_card.jpeg,46b2015e2b330a420524db50be86f1be992b0a01f60d56499a12ffd1ea2fb99e,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/portraits/preciosa.png,2e615b6fda7dedf38991529bac60ce55a3a283daa1707ff26c695fac72b51f16,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/portraits/preciosa_card.jpeg,0ca1a83934d5a85974f9f665fb1d789efb4b86aed4aa39edef984c890deeb818,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/adefonsusFootsteps.wav,8c576dee23c2a8287f3b61977e0fb80db158e59130e7fbd7f218bedbf3f8c451,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/coinPickup.wav,531c92dc96caa2683c021950b48418ac4c6d6464dbc523fcac96fa809b8f0023,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/combat/stabNoArmor.wav,06f7cee5313b303c2bb9b69c2b98d4cf543281563afcf54c7721136ad3c045af,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/combat/stabWithArmor.wav,d7c0dd50e93664556c8035f83082cc5994e4efe5a8c1c41f36c09bc602463399,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/liquidPickup.wav,f4ff36f768938e7f9f0c2979bca2d088e123473a9e891a359972785987ae5cd8,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/spells/fire/fireMagicCharge.wav,b06301dac5d65aeb4f58f0c6bc1e3dfaf77c890290df6ef8dd973d2022b6e702,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/spells/fire/fireMagicExplosion.wav,249112239b134cf5e1a3520d78b02cc77e6e7beec099d9c7887ca86a3cffbd43,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/spells/fire/fireMagicWhoosh.wav,a9218e98dcacf733c23b6f750a8251f61cf42ef7fbc9377d25ba3959d248570d,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/ui/buttonClick1.wav,78af84e62109b4348a11adae741004d468587a14cbfda0efda161018dd81c974,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/ui/buttonClick2.wav,d70b1393baf6acd8abffa7b11e558e3d09099c0ef8e3ca2db3d6d3ef20d69650,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/ui/buttonHover1.wav,139a3dae43ae8a0ca3cf5d1889541e266f56bec6fe3548f81b1115d9ebd3cf6b,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/ui/buttonHover2.wav,ced3ba1de335b96d35056f3958fc792f77f2a50791a717fe6cc3361512603def,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/ui/buySound.wav,c26c4784c75ad2928c9ae0d5371f91044875df912d31b3cec42569c73688fcdc,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/ui/characterSelected.wav,aae0132786ec6286d43242a08ef0a2eb26399afdf69edcaae8ee219e9427e1b9,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/ui/game_start.wav,4089b2496c75733d61524aa2021945d2d1230ed8d1a38c3f1189b5c39340ab0d,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/ui/goodbye_talentless.wav,38ccac68afc5d07939aaeee226207ce88a24691a8af9078caac5e3f5adc0c004,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/ui/newItemSound.wav,66e612ef3f1b4fc9b67b303866dd41340a3dccc6f1c922309bf8fe45d888a305,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/ui/sellSound.wav,c26c4784c75ad2928c9ae0d5371f91044875df912d31b3cec42569c73688fcdc,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/sounds/ui/splashTitleSound.wav,c6e73079c0d441747006c1067feed64a723a185c8fadf0aa389947cfe39f34b5,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/spells/aer/fulmen_caeruleum/electric.png,7ea6c65d27eb83dae7d3944cd454dd6b4b3fd8351ae2a5328656b5cdb546ee9f,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/spells/aer/fulmen_caeruleum/fulmen_caeruleum_cast.png,abe1d3fac68d9df8aeb58149d1b4c01567a2f2aaa9f7670d8a32eac0c282e578,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/spells/aether/corona_aetherica/corona_aetherica_cast.png,8f6dd157651b25ade723d94471bd0938a854d48afd3dda37fb271509d534792f,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/spells/ignis/draco_calcinans/draco_calcinans_cast.png,276a2fda4e9e30195ac37c8bf227ab61d9ad3eba3c7c89f2a562f1c32afd9c16,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/spells/ignis/sphaera_exothermica/sphaera_exothermica_cast.png,83d1af2d3904af2ccc90ab1c76a87b5c6a6f68b57173564b88d02429e184ce2a,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/spells/ignis/sphaera_exothermica/sphaera_exothermica_explosion.png,b83b7a218a3153bc662aae8e5735405c2bd7025fc63d9a9520deb0f056108a61,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/aer_symbol.png,b9616da901deaef588d25b6853421a18cef03b92b51796da0c8b0631bf8a59e3,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/aether_symbol.png,4d9a2ea7aa1c908df0061cbf3d62109e1ae909295022425890120e6b03c2416b,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/aqua_symbol.png,391fa65003dcc94ec4fec4ac7c3b9479e3f85112a4c18d19c576d789ab9e9014,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/armor_icon.png,722373235e01edb9271d72a6d8ae893071ac1c10aa0623d3930db8ad5815defe,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/coin.png,1bb2395ef7fccba34e3cee680d52366e2e338c4a9d5e98d37b125b83e55eba7f,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/concordia_symbol.png,cdc7a950ff1257e01d4edeb2427c55e61aa4edf20aa24428f57f65acb23a15b8,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/endurance_icon.png,9a8b7bddaf1815d5362d0b0e2a6feca3b3f48848935709fe7552489b4ee8d629,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/health_icon.png,efab46d2d9626f28ac7ef919466df88636035786435bf6e9833744857de2e96d,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/ignis_symbol.png,787e759213a9a32e4c35bf11f9922a2103759dd4692b76e59808987f609dce5b,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/mana_icon.png,c0cba317c7456f35864f5f04db3006a160ccd1dc72343931aeb11c11c92884fc,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/skills/catena_decollationis.png,f777d6196e0763cc13baa774582ce2225b25f7223371ee8b9be0325c1981d3ca,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/skills/decussatio_rubra.png,bd128957f832f294cdd4f5fc62266d769d4417c3dc47e6d9bd7be9b87e2c900c,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/stamina_icon.png,b99cc408248c15c63e3b99e087102ed3c0988450a73e43ea55d87314e579a793,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/terra_symbol.png,b59dd20d1d8bb3b167ec61b9875edce5c9ea98d74c0c101b7a465d5b83c31b6e,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
assets/ui/weapon_icon.png,553d9131e8bd84c2c7888f0ba370e3523df8d4a8c14976ec50e8dd1007874024,TEMP_DEV_ONLY,Pre-existing project asset; provenance not established in repository,Replace with original or properly licensed production asset before public release
